Activitati ale industriei CAEN Rev.2 - total  sectiuni si diviziuni  mari grupe industriale, Luni, UM: Procente, Valoare
INDUSTRIA PRELUCRATOARE, Luna iunie 2021, Procente, 103.5
INDUSTRIA PRELUCRATOARE, Luna iulie 2021, Procente, 102.3
INDUSTRIA PRELUCRATOARE, Luna august 2021, Procente, 91.9
INDUSTRIA PRELUCRATOARE, Luna septembrie 2021, Procente, 103.9
INDUSTRIA PRELUCRATOARE, Luna octombrie 2021, Procente, 100.7
INDUSTRIA PRELUCRATOARE, Luna noiembrie 2021, Procente, 106.3
INDUSTRIA PRELUCRATOARE, Luna decembrie 2021, Procente, 95.5
INDUSTRIA PRELUCRATOARE, Luna ianuarie 2022, Procente, 92.6
INDUSTRIA PRELUCRATOARE, Luna februarie 2022, Procente, 99.8
INDUSTRIA PRELUCRATOARE, Luna martie 2022, Procente, 113.6
INDUSTRIA PRELUCRATOARE, Luna aprilie 2022, Procente, 99.9
INDUSTRIA PRELUCRATOARE, Luna mai 2022, Procente, 110.4
INDUSTRIA PRELUCRATOARE, Luna iunie 2022, Procente, 104.9
INDUSTRIA PRELUCRATOARE, Luna iulie 2022, Procente, 103.6
INDUSTRIA PRELUCRATOARE, Luna august 2022, Procente, 93.3
INDUSTRIA PRELUCRATOARE, Luna septembrie 2022, Procente, 107.6
INDUSTRIA PRELUCRATOARE, Luna octombrie 2022, Procente, 105.1
INDUSTRIA PRELUCRATOARE, Luna noiembrie 2022, Procente, 106.4
INDUSTRIA PRELUCRATOARE, Luna decembrie 2022, Procente, 86.5
INDUSTRIA PRELUCRATOARE, Luna ianuarie 2023, Procente, 89
INDUSTRIA PRELUCRATOARE, Luna februarie 2023, Procente, 97.4
INDUSTRIA PRELUCRATOARE, Luna martie 2023, Procente, 112.4
INDUSTRIA PRELUCRATOARE, Luna aprilie 2023, Procente, 91.7
INDUSTRIA PRELUCRATOARE, Luna mai 2023, Procente, 109.2
INDUSTRIA PRELUCRATOARE, Luna iunie 2023, Procente, 102.6
INDUSTRIA PRELUCRATOARE, Luna iulie 2023, Procente, 100.6
INDUSTRIA PRELUCRATOARE, Luna august 2023, Procente, 90.6
INDUSTRIA PRELUCRATOARE, Luna septembrie 2023, Procente, 106.1
INDUSTRIA PRELUCRATOARE, Luna octombrie 2023, Procente, 106.3
INDUSTRIA PRELUCRATOARE, Luna noiembrie 2023, Procente, 103.8
INDUSTRIA PRELUCRATOARE, Luna decembrie 2023, Procente, 83.7
INDUSTRIA PRELUCRATOARE, Luna ianuarie 2024, Procente, 85.3
INDUSTRIA PRELUCRATOARE, Luna februarie 2024, Procente, 98.1
INDUSTRIA PRELUCRATOARE, Luna martie 2024, Procente, 107.3
INDUSTRIA PRELUCRATOARE, Luna aprilie 2024, Procente, 107.1
INDUSTRIA PRELUCRATOARE, Luna mai 2024, Procente, 96.6
INDUSTRIA PRELUCRATOARE, Luna iunie 2024, Procente, 98.7
INDUSTRIA PRELUCRATOARE, Luna iulie 2024, Procente, 101
INDUSTRIA PRELUCRATOARE, Luna august 2024, Procente, 86.6
INDUSTRIA PRELUCRATOARE, Luna septembrie 2024, Procente, 102.1
INDUSTRIA PRELUCRATOARE, Luna octombrie 2024, Procente, 108.2
INDUSTRIA PRELUCRATOARE, Luna noiembrie 2024, Procente, 103.5
INDUSTRIA PRELUCRATOARE, Luna decembrie 2024, Procente, 85.4
INDUSTRIA PRELUCRATOARE, Luna ianuarie 2025, Procente, 83.4
INDUSTRIA PRELUCRATOARE, Luna februarie 2025, Procente, 92.1
Industria  alimentara, Luna ianuarie 2005, Procente, 43.8
Industria  alimentara, Luna februarie 2005, Procente, 46.5
Industria  alimentara, Luna martie 2005, Procente, 59.2
Industria  alimentara, Luna aprilie 2005, Procente, 56
Industria  alimentara, Luna mai 2005, Procente, 50
Industria  alimentara, Luna iunie 2005, Procente, 51.5
Industria  alimentara, Luna iulie 2005, Procente, 48
Industria  alimentara, Luna august 2005, Procente, 54.3
Industria  alimentara, Luna septembrie 2005, Procente, 56.2
Industria  alimentara, Luna octombrie 2005, Procente, 63.2
Industria  alimentara, Luna noiembrie 2005, Procente, 66.4
Industria  alimentara, Luna decembrie 2005, Procente, 64.4
Industria  alimentara, Luna ianuarie 2006, Procente, 49.9
Industria  alimentara, Luna februarie 2006, Procente, 48.3
Industria  alimentara, Luna martie 2006, Procente, 56.4
Industria  alimentara, Luna aprilie 2006, Procente, 51.5
Industria  alimentara, Luna mai 2006, Procente, 57.1
Industria  alimentara, Luna iunie 2006, Procente, 56.5
Industria  alimentara, Luna iulie 2006, Procente, 52.9
Industria  alimentara, Luna august 2006, Procente, 54.2
Industria  alimentara, Luna septembrie 2006, Procente, 60.8
Industria  alimentara, Luna octombrie 2006, Procente, 71.1
Industria  alimentara, Luna noiembrie 2006, Procente, 70.2
Industria  alimentara, Luna decembrie 2006, Procente, 63.3
Industria  alimentara, Luna ianuarie 2007, Procente, 54.7
Industria  alimentara, Luna februarie 2007, Procente, 60.1
Industria  alimentara, Luna martie 2007, Procente, 71.8
Industria  alimentara, Luna aprilie 2007, Procente, 65.3
Industria  alimentara, Luna mai 2007, Procente, 70.9
Industria  alimentara, Luna iunie 2007, Procente, 70.4
Industria  alimentara, Luna iulie 2007, Procente, 71.3
Industria  alimentara, Luna august 2007, Procente, 74
Industria  alimentara, Luna septembrie 2007, Procente, 75.5
Industria  alimentara, Luna octombrie 2007, Procente, 80.5
Industria  alimentara, Luna noiembrie 2007, Procente, 80.6
Industria  alimentara, Luna decembrie 2007, Procente, 75.4
Industria  alimentara, Luna ianuarie 2008, Procente, 65.7
Industria  alimentara, Luna februarie 2008, Procente, 65.9
Industria  alimentara, Luna martie 2008, Procente, 70.6
Industria  alimentara, Luna aprilie 2008, Procente, 75.4
Industria  alimentara, Luna mai 2008, Procente, 74.6
Industria  alimentara, Luna iunie 2008, Procente, 68.2
Industria  alimentara, Luna iulie 2008, Procente, 69.4
Industria  alimentara, Luna august 2008, Procente, 68.8
Industria  alimentara, Luna septembrie 2008, Procente, 77.6
Industria  alimentara, Luna octombrie 2008, Procente, 88
Industria  alimentara, Luna noiembrie 2008, Procente, 87.1
Industria  alimentara, Luna decembrie 2008, Procente, 83.3
Industria  alimentara, Luna ianuarie 2009, Procente, 59.3
Industria  alimentara, Luna februarie 2009, Procente, 64
Industria  alimentara, Luna martie 2009, Procente, 71
Industria  alimentara, Luna aprilie 2009, Procente, 71.7
Industria  alimentara, Luna mai 2009, Procente, 71.2
Industria  alimentara, Luna iunie 2009, Procente, 75.2
Industria  alimentara, Luna iulie 2009, Procente, 72.5
Industria  alimentara, Luna august 2009, Procente, 68.5
Industria  alimentara, Luna septembrie 2009, Procente, 78.2
Industria  alimentara, Luna octombrie 2009, Procente, 86.5
Industria  alimentara, Luna noiembrie 2009, Procente, 83.7
Industria  alimentara, Luna decembrie 2009, Procente, 85.5
Industria  alimentara, Luna ianuarie 2010, Procente, 54.4
Industria  alimentara, Luna februarie 2010, Procente, 57.2
Industria  alimentara, Luna martie 2010, Procente, 71.4
Industria  alimentara, Luna aprilie 2010, Procente, 63.3
Industria  alimentara, Luna mai 2010, Procente, 67.6
Industria  alimentara, Luna iunie 2010, Procente, 66.5
Industria  alimentara, Luna iulie 2010, Procente, 68.9
Industria  alimentara, Luna august 2010, Procente, 65.3
Industria  alimentara, Luna septembrie 2010, Procente, 74.3
Industria  alimentara, Luna octombrie 2010, Procente, 81.9
Industria  alimentara, Luna noiembrie 2010, Procente, 82.4
Industria  alimentara, Luna decembrie 2010, Procente, 74.2
Industria  alimentara, Luna ianuarie 2011, Procente, 57
Industria  alimentara, Luna februarie 2011, Procente, 60.9
Industria  alimentara, Luna martie 2011, Procente, 68.8
Industria  alimentara, Luna aprilie 2011, Procente, 69.2
Industria  alimentara, Luna mai 2011, Procente, 72.8
Industria  alimentara, Luna iunie 2011, Procente, 68.8
Industria  alimentara, Luna iulie 2011, Procente, 68.9
Industria  alimentara, Luna august 2011, Procente, 71.4
Industria  alimentara, Luna septembrie 2011, Procente, 78
Industria  alimentara, Luna octombrie 2011, Procente, 84.2
Industria  alimentara, Luna noiembrie 2011, Procente, 90.6
Industria  alimentara, Luna decembrie 2011, Procente, 73.3
Industria  alimentara, Luna ianuarie 2012, Procente, 56.6
Industria  alimentara, Luna februarie 2012, Procente, 60.7
Industria  alimentara, Luna martie 2012, Procente, 73.6
Industria  alimentara, Luna aprilie 2012, Procente, 68.7
Industria  alimentara, Luna mai 2012, Procente, 73.6
Industria  alimentara, Luna iunie 2012, Procente, 65.6
Industria  alimentara, Luna iulie 2012, Procente, 70
Industria  alimentara, Luna august 2012, Procente, 71.4
Industria  alimentara, Luna septembrie 2012, Procente, 78.9
Industria  alimentara, Luna octombrie 2012, Procente, 87.3
Industria  alimentara, Luna noiembrie 2012, Procente, 87.9
Industria  alimentara, Luna decembrie 2012, Procente, 71.8
Industria  alimentara, Luna ianuarie 2013, Procente, 62.9
Industria  alimentara, Luna februarie 2013, Procente, 60.6
Industria  alimentara, Luna martie 2013, Procente, 70
Industria  alimentara, Luna aprilie 2013, Procente, 78.6
Industria  alimentara, Luna mai 2013, Procente, 72.9
Industria  alimentara, Luna iunie 2013, Procente, 71.1
Industria  alimentara, Luna iulie 2013, Procente, 76.1
Industria  alimentara, Luna august 2013, Procente, 77.1
Industria  alimentara, Luna septembrie 2013, Procente, 83.7
Industria  alimentara, Luna octombrie 2013, Procente, 94.8
Industria  alimentara, Luna noiembrie 2013, Procente, 93.3
Industria  alimentara, Luna decembrie 2013, Procente, 86.9
Industria  alimentara, Luna ianuarie 2014, Procente, 67.9
Industria  alimentara, Luna februarie 2014, Procente, 67.6
Industria  alimentara, Luna martie 2014, Procente, 73.9
Industria  alimentara, Luna aprilie 2014, Procente, 81.2
Industria  alimentara, Luna mai 2014, Procente, 83.2
Industria  alimentara, Luna iunie 2014, Procente, 81.9
Industria  alimentara, Luna iulie 2014, Procente, 78
Industria  alimentara, Luna august 2014, Procente, 71.6
Industria  alimentara, Luna septembrie 2014, Procente, 84.2
Industria  alimentara, Luna octombrie 2014, Procente, 96.1
Industria  alimentara, Luna noiembrie 2014, Procente, 90.3
Industria  alimentara, Luna decembrie 2014, Procente, 91.2
Industria  alimentara, Luna ianuarie 2015, Procente, 73.2
Industria  alimentara, Luna februarie 2015, Procente, 70.3
Industria  alimentara, Luna martie 2015, Procente, 80.7
Industria  alimentara, Luna aprilie 2015, Procente, 78.3
Industria  alimentara, Luna mai 2015, Procente, 81.2
Industria  alimentara, Luna iunie 2015, Procente, 82.7
Industria  alimentara, Luna iulie 2015, Procente, 85.9
Industria  alimentara, Luna august 2015, Procente, 85.3
Industria  alimentara, Luna septembrie 2015, Procente, 91.7
Industria  alimentara, Luna octombrie 2015, Procente, 101.1
Industria  alimentara, Luna noiembrie 2015, Procente, 98.2
Industria  alimentara, Luna decembrie 2015, Procente, 88.9
Industria  alimentara, Luna ianuarie 2016, Procente, 72.9
Industria  alimentara, Luna februarie 2016, Procente, 79.1
Industria  alimentara, Luna martie 2016, Procente, 89.8
Industria  alimentara, Luna aprilie 2016, Procente, 102.3
Industria  alimentara, Luna mai 2016, Procente, 90.3
Industria  alimentara, Luna iunie 2016, Procente, 95.9
Industria  alimentara, Luna iulie 2016, Procente, 93.9
Industria  alimentara, Luna august 2016, Procente, 92.7
Industria  alimentara, Luna septembrie 2016, Procente, 95.9
Industria  alimentara, Luna octombrie 2016, Procente, 101.9
Industria  alimentara, Luna noiembrie 2016, Procente, 104.7
Industria  alimentara, Luna decembrie 2016, Procente, 91.8
Industria  alimentara, Luna ianuarie 2017, Procente, 75.9
Industria  alimentara, Luna februarie 2017, Procente, 83.6
Industria  alimentara, Luna martie 2017, Procente, 100.6
Industria  alimentara, Luna aprilie 2017, Procente, 91.7
Industria  alimentara, Luna mai 2017, Procente, 98.3
Industria  alimentara, Luna iunie 2017, Procente, 89.4
Industria  alimentara, Luna iulie 2017, Procente, 89.6
Industria  alimentara, Luna august 2017, Procente, 97.9
Industria  alimentara, Luna septembrie 2017, Procente, 101.2
Industria  alimentara, Luna octombrie 2017, Procente, 111.5
Industria  alimentara, Luna noiembrie 2017, Procente, 109
Industria  alimentara, Luna decembrie 2017, Procente, 93.6
Industria  alimentara, Luna ianuarie 2018, Procente, 84
Industria  alimentara, Luna februarie 2018, Procente, 86.3
Industria  alimentara, Luna martie 2018, Procente, 98.9
Industria  alimentara, Luna aprilie 2018, Procente, 89.6
Industria  alimentara, Luna mai 2018, Procente, 101.5
Industria  alimentara, Luna iunie 2018, Procente, 92.9
Industria  alimentara, Luna iulie 2018, Procente, 96.1
Industria  alimentara, Luna august 2018, Procente, 99.9
Industria  alimentara, Luna septembrie 2018, Procente, 98.7
Industria  alimentara, Luna octombrie 2018, Procente, 111.6
Industria  alimentara, Luna noiembrie 2018, Procente, 107.2
Industria  alimentara, Luna decembrie 2018, Procente, 91.3
Industria  alimentara, Luna ianuarie 2019, Procente, 86.1
Industria  alimentara, Luna februarie 2019, Procente, 86.6
Industria  alimentara, Luna martie 2019, Procente, 94.6
Industria  alimentara, Luna aprilie 2019, Procente, 97.6
Industria  alimentara, Luna mai 2019, Procente, 104.3
Industria  alimentara, Luna iunie 2019, Procente, 94.7
Industria  alimentara, Luna iulie 2019, Procente, 101.4
Industria  alimentara, Luna august 2019, Procente, 95.4
Industria  alimentara, Luna septembrie 2019, Procente, 104.1
Industria  alimentara, Luna octombrie 2019, Procente, 113.9
Industria  alimentara, Luna noiembrie 2019, Procente, 105
Industria  alimentara, Luna decembrie 2019, Procente, 96.1
Industria  alimentara, Luna ianuarie 2020, Procente, 86.8
Industria  alimentara, Luna februarie 2020, Procente, 89.6
Industria  alimentara, Luna martie 2020, Procente, 100.7
Industria  alimentara, Luna aprilie 2020, Procente, 83.5
Industria  alimentara, Luna mai 2020, Procente, 89.6
Industria  alimentara, Luna iunie 2020, Procente, 96.3
Industria  alimentara, Luna iulie 2020, Procente, 104.1
Industria  alimentara, Luna august 2020, Procente, 94.6
Industria  alimentara, Luna septembrie 2020, Procente, 104.9
Industria  alimentara, Luna octombrie 2020, Procente, 101.8
Industria  alimentara, Luna noiembrie 2020, Procente, 98.1
Industria  alimentara, Luna decembrie 2020, Procente, 93
Industria  alimentara, Luna ianuarie 2021, Procente, 86.2
Industria  alimentara, Luna februarie 2021, Procente, 88.2
Industria  alimentara, Luna martie 2021, Procente, 101.7
Industria  alimentara, Luna aprilie 2021, Procente, 101.3
Industria  alimentara, Luna mai 2021, Procente, 96
Industria  alimentara, Luna iunie 2021, Procente, 100.8
Industria  alimentara, Luna iulie 2021, Procente, 103.2
Industria  alimentara, Luna august 2021, Procente, 103.2
Industria  alimentara, Luna septembrie 2021, Procente, 106.4
Industria  alimentara, Luna octombrie 2021, Procente, 106.4
Industria  alimentara, Luna noiembrie 2021, Procente, 107.5
Industria  alimentara, Luna decembrie 2021, Procente, 99.2
Industria  alimentara, Luna ianuarie 2022, Procente, 90.1
Industria  alimentara, Luna februarie 2022, Procente, 91.7
Industria  alimentara, Luna martie 2022, Procente, 105.5
Industria  alimentara, Luna aprilie 2022, Procente, 102
Industria  alimentara, Luna mai 2022, Procente, 107.5
Industria  alimentara, Luna iunie 2022, Procente, 101
Industria  alimentara, Luna iulie 2022, Procente, 101.5
Industria  alimentara, Luna august 2022, Procente, 107.7
Industria  alimentara, Luna septembrie 2022, Procente, 107.4
Industria  alimentara, Luna octombrie 2022, Procente, 108.8
Industria  alimentara, Luna noiembrie 2022, Procente, 109.3
Industria  alimentara, Luna decembrie 2022, Procente, 97.9
Industria  alimentara, Luna ianuarie 2023, Procente, 92.2
Industria  alimentara, Luna februarie 2023, Procente, 93.7
Industria  alimentara, Luna martie 2023, Procente, 108.6
Industria  alimentara, Luna aprilie 2023, Procente, 97.2
Industria  alimentara, Luna mai 2023, Procente, 110.3
Industria  alimentara, Luna iunie 2023, Procente, 105.4
Industria  alimentara, Luna iulie 2023, Procente, 105.5
Industria  alimentara, Luna august 2023, Procente, 111.9
Industria  alimentara, Luna septembrie 2023, Procente, 109.9
Industria  alimentara, Luna octombrie 2023, Procente, 116.6
Industria  alimentara, Luna noiembrie 2023, Procente, 115.4
Industria  alimentara, Luna decembrie 2023, Procente, 100.7
Industria  alimentara, Luna ianuarie 2024, Procente, 100.1
Industria  alimentara, Luna februarie 2024, Procente, 103.5
Industria  alimentara, Luna martie 2024, Procente, 108.8
Industria  alimentara, Luna aprilie 2024, Procente, 118.8
Industria  alimentara, Luna mai 2024, Procente, 112.3
Industria  alimentara, Luna iunie 2024, Procente, 108.6
Industria  alimentara, Luna iulie 2024, Procente, 116.2
Industria  alimentara, Luna august 2024, Procente, 115.4
Industria  alimentara, Luna septembrie 2024, Procente, 116.2
Industria  alimentara, Luna octombrie 2024, Procente, 128.3
Industria  alimentara, Luna noiembrie 2024, Procente, 118.3
Industria  alimentara, Luna decembrie 2024, Procente, 106.5
Industria  alimentara, Luna ianuarie 2025, Procente, 104
Industria  alimentara, Luna februarie 2025, Procente, 104.2
Fabricarea bauturilor, Luna ianuarie 2005, Procente, 52.2
Fabricarea bauturilor, Luna februarie 2005, Procente, 52.3
Fabricarea bauturilor, Luna martie 2005, Procente, 78.7
Fabricarea bauturilor, Luna aprilie 2005, Procente, 76.6
Fabricarea bauturilor, Luna mai 2005, Procente, 69.4
Fabricarea bauturilor, Luna iunie 2005, Procente, 75.4
Fabricarea bauturilor, Luna iulie 2005, Procente, 77.7
Fabricarea bauturilor, Luna august 2005, Procente, 85
Fabricarea bauturilor, Luna septembrie 2005, Procente, 79.8
Fabricarea bauturilor, Luna octombrie 2005, Procente, 71.6
Fabricarea bauturilor, Luna noiembrie 2005, Procente, 72.8
Fabricarea bauturilor, Luna decembrie 2005, Procente, 74.2
Fabricarea bauturilor, Luna ianuarie 2006, Procente, 58.7
Fabricarea bauturilor, Luna februarie 2006, Procente, 58.7
Fabricarea bauturilor, Luna martie 2006, Procente, 71.2
Fabricarea bauturilor, Luna aprilie 2006, Procente, 88
Fabricarea bauturilor, Luna mai 2006, Procente, 87.5
Fabricarea bauturilor, Luna iunie 2006, Procente, 102.8
Fabricarea bauturilor, Luna iulie 2006, Procente, 104.9
Fabricarea bauturilor, Luna august 2006, Procente, 94.8
Fabricarea bauturilor, Luna septembrie 2006, Procente, 85.5
Fabricarea bauturilor, Luna octombrie 2006, Procente, 84.8
Fabricarea bauturilor, Luna noiembrie 2006, Procente, 90.6
Fabricarea bauturilor, Luna decembrie 2006, Procente, 85.8
Fabricarea bauturilor, Luna ianuarie 2007, Procente, 70.9
Fabricarea bauturilor, Luna februarie 2007, Procente, 67.4
Fabricarea bauturilor, Luna martie 2007, Procente, 76.3
Fabricarea bauturilor, Luna aprilie 2007, Procente, 81.9
Fabricarea bauturilor, Luna mai 2007, Procente, 92.7
Fabricarea bauturilor, Luna iunie 2007, Procente, 103.6
Fabricarea bauturilor, Luna iulie 2007, Procente, 108
Fabricarea bauturilor, Luna august 2007, Procente, 110.8
Fabricarea bauturilor, Luna septembrie 2007, Procente, 98.3
Fabricarea bauturilor, Luna octombrie 2007, Procente, 94.5
Fabricarea bauturilor, Luna noiembrie 2007, Procente, 76.9
Fabricarea bauturilor, Luna decembrie 2007, Procente, 84.9
Fabricarea bauturilor, Luna ianuarie 2008, Procente, 70.2
Fabricarea bauturilor, Luna februarie 2008, Procente, 73
Fabricarea bauturilor, Luna martie 2008, Procente, 92.9
Fabricarea bauturilor, Luna aprilie 2008, Procente, 99.4
Fabricarea bauturilor, Luna mai 2008, Procente, 110.2
Fabricarea bauturilor, Luna iunie 2008, Procente, 118.3
Fabricarea bauturilor, Luna iulie 2008, Procente, 124.7
Fabricarea bauturilor, Luna august 2008, Procente, 117.5
Fabricarea bauturilor, Luna septembrie 2008, Procente, 112.9
Fabricarea bauturilor, Luna octombrie 2008, Procente, 102.5
Fabricarea bauturilor, Luna noiembrie 2008, Procente, 85.9
Fabricarea bauturilor, Luna decembrie 2008, Procente, 91.4
Fabricarea bauturilor, Luna ianuarie 2009, Procente, 80
Fabricarea bauturilor, Luna februarie 2009, Procente, 72.9
Fabricarea bauturilor, Luna martie 2009, Procente, 82.7
Fabricarea bauturilor, Luna aprilie 2009, Procente, 97.7
Fabricarea bauturilor, Luna mai 2009, Procente, 102.8
